ID,Mixture_Model,Model_Count
R05276,"MIX{TPM3u+FO,JC}+G4",2
R05277,F81+FO+I,1
R05285,"MIX{K2P,JC}+G4",2
R05296,"MIX{TN+FO,JC}+I",2
R05315,"MIX{TNe,JC}+I+G4",2
R05327,"MIX{TVM+FO,JC}+G4",2
R05328,"MIX{TPM3u+FO,JC}+G4",2
R05331,"MIX{TPM2u+FO,TPM2u+FO}+I+R2",2
R05333,"MIX{TPM3u+FO,JC}+R2",2
R05338,K3P+I,1
R05341,"MIX{TPM3u+FO,K2P,JC}+I+R2",3
R05342,K2P+G4,1
R05359,"MIX{K2P,JC}+G4",2
R05365,"MIX{TPM3u+FO,JC}+G4",2
R05366,TPM3u+FO+G4,1
R05370,"MIX{TN+FO,JC}+I+G4",2
R05380,"MIX{TPM3u+FO,JC}+I",2
R05381,TPM3+I,1
R05386,"MIX{TPM3,K2P}+I",2
R05400,"MIX{TIM3+FO,TPM3}+I+G4",2
R05403,"MIX{HKY+FO,JC}+I",2
R05416,"MIX{TPM3,TPM3,F81+FO}+I+R2",3
R05424,"MIX{TVMe,TPM3u+FO,JC}+R2",3
R05425,"MIX{TPM3u+FO,JC}+I+G4",2
R05427,"MIX{TIM3e,TPM3}+R2",2
R05429,"MIX{TPM3u+FO,K3P}+I+G4",2
R05432,"MIX{TIM3+FO,JC}+R2",2
R05433,TPM3u+FO+I,1
R05438,TPM2+I,1
R05442,HKY+FO+G4,1
R05443,"MIX{K2P,JC}+G4",2
R05444,"MIX{F81+FO,K2P}+I",2
R05447,K2P+I,1
R05453,TPM3u+FO+R2,1
R05457,"MIX{TIM3+FO,TIM3+FO,JC}+G4",3
R05458,TPM3+R2,1
R05459,"MIX{K2P,JC}+G4",2
R05464,"MIX{TPM3,JC}+I+G4",2
R05465,"MIX{K2P,JC}+I+G4",2
R05467,"MIX{HKY+FO,F81+FO}+I",2
R05469,"MIX{HKY+FO,K2P}+I",2
R05470,TPM3+G4,1
R05471,"MIX{HKY+FO,JC}+G4",2
R05472,"MIX{TN+FO,JC}+I",2
R05477,"MIX{TPM3u+FO,JC}+G4",2
R05479,"MIX{HKY+FO,JC}+G4",2
R05483,K2P+I,1
R05486,HKY+FO,1
R05488,HKY+FO+I,1
R05489,"MIX{TNe,JC}+I+G4",2
R05498,"MIX{K2P,JC}+I",2
R05499,TIM3+FO+I,1
R05502,HKY+FO+I,1
R05503,K2P+I,1
R05504,"MIX{TIM3+FO,K3Pu+FO}+R3",2
R05506,"MIX{TPM3u+FO,F81+FO,TPM2}+R2",3
R05514,"MIX{TPM3u+FO,JC,TN+FO,HKY+FO}+I+R2",4
R05515,HKY+FO+I,1
R05518,F81+FO+I,1
R05528,TN+FO+I,1
R05531,"MIX{TPM3,TPM3}+I+R2",2
R05533,"MIX{TN+FO,TPM3}+I+R2",2
R05535,TIM+FO+I,1
R05538,TPM3+R2,1
R05539,HKY+FO+I,1
R05540,"MIX{TIM3e,TPM3}+I+R2",2
R05543,"MIX{K2P,JC}+I",2
R05544,K2P,1
R05545,"MIX{TPM3,TPM3,JC}+I+G4",3
R05546,"MIX{TPM3,HKY+FO,TPM3}+R3",3
R05551,TPM3u+FO+I,1
R05557,"MIX{TIM3+FO,TIM3e,JC}+I+R2",3
R05563,"MIX{TPM3u+FO,JC}+G4",2
R05568,"MIX{TN+FO,TPM3}+G4",2
R05573,TN+FO+I,1
R05579,HKY+FO+I,1
R05588,"MIX{TPM3u+FO,TVM+FO,K2P,JC}+G4",4
R05610,"MIX{TIM3e,F81+FO,TNe}+G4",3
R05620,TN+FO+I,1
R05626,"MIX{HKY+FO,JC}+I",2
R05628,TPM3+G4,1
R05634,"MIX{TIM3e,K2P,TIM3e}+G4",3
R05635,"MIX{K3Pu+FO,F81+FO}+I",2
R05637,"MIX{TPM3u+FO,TPM3}+I",2
R05640,"MIX{TPM3u+FO,TIM3e}+G4",2
R05653,"MIX{TPM3u+FO,JC}+R2",2
R05654,"MIX{K2P,JC}+G4",2
R05656,"MIX{K3P,K3P}+I",2
R05666,HKY+FO+I,1
R05667,"MIX{TPM3,JC}+I",2
R05669,"MIX{K2P,K2P}+G4",2
R05670,HKY+FO+I+G4,1
R05671,TIM3e+G4,1
R05676,HKY+FO+I,1
R05678,"MIX{TPM3u+FO,JC}+R3",2
R05680,TPM3+G4,1
R05681,"MIX{K2P,K2P}+I",2
R05685,"MIX{TPM3,K2P}+G4",2
R05688,K2P+G4,1
R05691,K3P+I,1
R05695,HKY+FO+I,1
R05696,"MIX{HKY+FO,JC}+G4",2
R05697,"MIX{TIM3+FO,TPM3}+I+G4",2
R05699,"MIX{TPM3u+FO,JC}+R2",2
R05701,"MIX{HKY+FO,TIM3+FO}+R2",2
R05702,"MIX{TN+FO,TNe}+I+G4",2
R05704,TIMe+I,1
R05705,TN+FO+I,1
R05706,TIM3+FO+I,1
R05710,"MIX{HKY+FO,JC}+I+G4",2
R05711,"MIX{TPM3,JC}+I+G4",2
R05713,HKY+FO+I,1
R05716,"MIX{TPM3u+FO,JC,HKY+FO}+I",3
R05719,"MIX{HKY+FO,JC}+G4",2
R05720,"MIX{TPM3u+FO,JC}+G4",2
R05721,"MIX{TPM3,TPM3}+I",2
R05722,"MIX{TNe,TPM3,TIM3e}+I+R2",3
R05726,"MIX{TPM3u+FO,F81+FO}+G4",2
R05727,"MIX{TPM3u+FO,TIM3e}+G4",2
R05730,K2P+G4,1
R05738,TPM2+G4,1
R05739,TPM3u+FO+I,1
R05740,K2P+I,1
R05741,TN+FO+I,1
R05743,"MIX{HKY+FO,JC}+G4",2
R05744,TPM2u+FO+G4,1
R05750,TPM3u+FO+I,1
R05754,K2P+I,1
R05755,TN+FO+I,1
R05759,"MIX{K2P,K2P}+I",2
R05761,"MIX{K3Pu+FO,F81+FO,JC}+R2",3
R05764,HKY+FO,1
R05767,TPM3,1
R05768,"MIX{HKY+FO,JC}+G4",2
R05769,"MIX{TPM2,TVMe}+R2",2
R05771,"MIX{K3Pu+FO,JC}+I",2
R05778,"MIX{TPM3u+FO,JC}+G4",2
R05780,"MIX{TPM3u+FO,TIM3e}+I+G4",2
R05785,"MIX{TPM3u+FO,JC}+I+R2",2
R05786,"MIX{TPM3u+FO,TPM3}+R2",2
R05788,"MIX{TIM3+FO,K2P}+R2",2
R05790,"MIX{GTR+FO,JC}+I+R2",2
R05792,"MIX{HKY+FO,JC}+G4",2
R05793,"MIX{TPM3u+FO,JC,TPM3}+I+R2",3
R05794,TPM3+R2,1
R05797,"MIX{TNe,JC}+R2",2
R05802,TPM3u+FO+I,1
R05803,"MIX{TPM3u+FO,TN+FO}+I+R2",2
R05810,"MIX{TIM2+FO,TPM2u+FO,TIMe}+I+R2",3
R05824,JC+I,1
R05826,TN+FO+I,1
R05829,"MIX{TPM3,K3Pu+FO}+I",2
R05832,"MIX{TPM3,TPM3}+I+R2",2
R05843,TIM3e+I,1
R05846,JC,1
R05848,HKY+FO+I,1
R05849,"MIX{TPM3,K3P}+I",2
R05856,TPM3u+FO+I,1
R05857,"MIX{HKY+FO,K3P}+I",2
R05858,HKY+FO+G4,1
R05860,TPM3u+FO+G4,1
R05865,HKY+FO+I,1
R05866,HKY+FO+I,1
R05867,"MIX{TN+FO,JC}+I",2
R05869,TPM3+I,1
R05870,TPM3u+FO+I,1
R05872,"MIX{TVM+FO,F81+FO}+G4",2
R05876,"MIX{TIM2+FO,JC}+R3",2
R05881,"MIX{TPM3,TPM3}+I+G4",2
R05882,"MIX{TPM3u+FO,JC}+G4",2
R05885,"MIX{TPM3u+FO,JC}+G4",2
R05887,"MIX{TPM3,F81+FO}+G4",2
R05896,"MIX{TIM3e,JC}+G4",2
R05901,"MIX{TIM3e,TPM3,JC,TIM2e}+I+R2",4
R05905,"MIX{HKY+FO,JC}+G4",2
R05906,"MIX{TIM3e,TPM3}+G4",2
R05911,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R05914,HKY+FO+G4,1
R05916,HKY+FO+G4,1
R05917,HKY+FO+R2,1
R05923,"MIX{HKY+FO,F81+FO}+I",2
R05926,TPM3+I,1
R05928,"MIX{TPM3u+FO,JC}+G4",2
R05940,"MIX{TIM3e,TPM3u+FO}+G4",2
R05941,TPM3u+FO+I,1
R05942,"MIX{TPM3,TPM3,JC}+R2",3
R05949,"MIX{TPM3u+FO,TVMe}+I+R2",2
R05950,"MIX{K2P,F81+FO}+I+G4",2
R05952,"MIX{HKY+FO,TPM3u+FO}+I",2
R05953,"MIX{TIM3e,TN+FO}+I+R2",2
R05955,"MIX{TPM3u+FO,JC}+R3",2
R05957,K2P+I,1
R05961,"MIX{TIM3e,TPM3}+R2",2
R05965,"MIX{TPM3u+FO,JC}+R3",2
R05966,"MIX{K2P,JC,TPM3u+FO}+I+R2",3
R05971,"MIX{TPM3u+FO,TPM3,TIM2e,TIM+FO}+G4",4
R05978,"MIX{TPM3,TIM3e,TPM3,F81+FO}+I+R2",4
R05986,"MIX{TPM3u+FO,JC}+G4",2
R05991,"MIX{TPM2u+FO,JC}+I+R2",2
R05993,"MIX{TPM3,K2P}+G4",2
R05996,"MIX{TPM3u+FO,TPM3}+G4",2
R06004,TIM3+FO+G4,1
R06010,"MIX{TPM3,JC}+G4",2
R06012,TIM2+FO+R2,1
R06014,TPM3u+FO+I,1
R06015,"MIX{TVM+FO,TPM3u+FO}+I+G4",2
R06019,K2P+G4,1
R06023,HKY+FO+I,1
R06029,"MIX{TPM3u+FO,JC}+G4",2
R06034,"MIX{TPM3u+FO,TPM3}+I",2
R06035,TPM3+I+G4,1
R06038,"MIX{HKY+FO,JC}+I",2
R06040,HKY+FO+I,1
R06043,"MIX{TN+FO,JC}+I",2
R06044,"MIX{HKY+FO,JC}+I",2
R06045,TIM3+FO+I,1
R06046,HKY+FO+I,1
R06047,"MIX{HKY+FO,JC}+I",2
R06048,"MIX{TPM3,HKY+FO}+I",2
R06051,"MIX{TPM3,TPM2u+FO,JC}+R2",3
R06054,TPM3+I,1
R06055,"MIX{TPM3u+FO,K3P}+R2",2
R06061,"MIX{K2P,JC}+I",2
R06063,"MIX{TPM3u+FO,JC}+R2",2
R06066,"MIX{TIM3e,TIM3e}+R2",2
R06067,HKY+FO+I,1
R06068,TPM3u+FO+I,1
R06077,HKY+FO+I,1
R06081,"MIX{TPM3u+FO,F81+FO}+I+G4",2
R06089,TPM3+G4,1
R06092,"MIX{TPM3u+FO,F81+FO}+I",2
R06093,"MIX{TIM3+FO,JC}+G4",2
R06094,HKY+FO+I,1
R06097,TPM3+I,1
R06098,TIM3+FO+I,1
R06100,"MIX{TPM3u+FO,HKY+FO,TPM2u+FO}+G4",3
R06101,TIM3e+I,1
R06103,"MIX{TPM3u+FO,TPM3u+FO,JC}+I+G4",3
R06105,"MIX{TPM3u+FO,JC}+G4",2
R06110,TNe+G4,1
R06118,"MIX{K2P,JC}+I",2
R06120,HKY+FO+R2,1
R06123,HKY+FO+I,1
R06124,JC+I,1
R06125,"MIX{K2P,K2P}+I",2
R06126,K3P+R2,1
R06128,"MIX{TNe,JC}+I+G4",2
R06132,JC+I,1
R06133,"MIX{TPM3,TPM3u+FO}+I",2
R06141,"MIX{TIM3e,TPM3,TIM3+FO,JC}+I+R2",4
R06144,"MIX{K2P,K2P}+I",2
R06145,TVM+FO+R2,1
R06146,"MIX{K2P,JC,K3P}+I",3
R06148,TIM3e+G4,1
R06154,"MIX{K2P,JC}+I",2
R06155,TIM3+FO+I,1
R06158,K2P,1
R06160,"MIX{K2P,F81+FO}+I",2
R06161,HKY+FO+I,1
R06162,TPM3+R2,1
R06163,"MIX{TIM2+FO,JC}+R3",2
R06164,"MIX{HKY+FO,JC}+R2",2
R06165,"MIX{TN+FO,JC}+I",2
R06166,"MIX{TPM3u+FO,F81+FO}+I+R2",2
R06167,"MIX{HKY+FO,TN+FO}+G4",2
R06175,"MIX{TIM3+FO,K2P}+I+G4",2
R06180,"MIX{TPM3,HKY+FO}+G4",2
R06181,"MIX{TIM3+FO,TPM2,HKY+FO}+G4",3
R06184,"MIX{TIM3+FO,JC}+I+G4",2
R06187,"MIX{TPM2u+FO,TVM+FO,F81+FO}+G4",3
R06190,"MIX{TPM3u+FO,JC}+I+G4",2
R06192,"MIX{TPM3u+FO,TIM3+FO}+I+R2",2
R06197,"MIX{TIM+FO,K2P}+I+G4",2
R06203,"MIX{HKY+FO,JC}+R2",2
R06205,K3P+I,1
R06206,"MIX{TPM3u+FO,JC}+R2",2
R06208,"MIX{TPM2u+FO,K2P,TIM3e}+I+G4",3
R06210,"MIX{TIMe,K3P}+R2",2
R06214,K2P+G4,1
R06215,TPM3u+FO+I,1
R06218,"MIX{TPM3,TPM3}+G4",2
R06223,"MIX{TIM3+FO,TPM3,TNe}+I+G4",3
R06225,"MIX{TPM3u+FO,TN+FO,JC}+I+R2",3
R06228,"MIX{TPM3,TIM3e,JC}+R3",3
R06229,"MIX{TPM3u+FO,JC}+R3",2
R06231,"MIX{K2P,JC}+G4",2
R06232,"MIX{HKY+FO,JC}+G4",2
R06234,"MIX{TPM3u+FO,HKY+FO}+I+G4",2
R06239,"MIX{TIM3+FO,TPM3,JC}+I+G4",3
R06243,JC+I,1
R06253,"MIX{TPM3u+FO,TPM3}+I+G4",2
R06260,"MIX{TPM3,TPM3}+I+G4",2
R06263,"MIX{GTR+FO,TIM3e}+G4",2
R06267,"MIX{TIM3e,TPM3,TNe}+G4",3
R06270,JC+I,1
R06278,"MIX{TIM3e,TIM3+FO}+G4",2
R06280,"MIX{TIM3+FO,JC,TIM2e}+G4",3
R06283,TPM3+G4,1
R06284,"MIX{SYM,TPM3,F81+FO}+I+R2",3
R06293,TIM3+FO+I,1
R06297,HKY+FO+I,1
R06299,"MIX{GTR+FO,TPM3,HKY+FO}+I+R2",3
R06303,"MIX{TPM3,TNe}+I+R2",2
R06305,TPM3+R2,1
R06307,"MIX{TNe,JC}+R2",2
R06308,HKY+FO+G4,1
R06309,"MIX{TPM3u+FO,K3P}+I+G4",2
R06312,K2P+G4,1
R06315,TPM3u+FO+I,1
R06320,TPM3u+FO+I,1
R06323,TPM3u+FO+I,1
R06329,"MIX{TPM3,F81+FO}+G4",2
R06330,TIM3e+G4,1
R06331,HKY+FO+I,1
R06334,HKY+FO+I,1
R06337,"MIX{TIM3e,TPM3}+I+G4",2
R06339,TIM+FO+I,1
R06346,"MIX{TPM3,TPM3}+I+R2",2
R06349,"MIX{TPM3u+FO,TPM3,TNe}+G4",3
R06350,"MIX{TN+FO,JC}+I+G4",2
R06358,"MIX{TIM3e,JC}+R2",2
R06359,"MIX{HKY+FO,K2P}+R2",2
R06362,"MIX{TIM3e,TPM3,JC}+R3",3
R06363,"MIX{GTR+FO,K3Pu+FO}+I+R2",2
R06367,K2P,1
R06377,TIM3e+G4,1
R06379,TIMe+I,1
R06380,TPM2u+FO+G4,1
R06381,K3Pu+FO+I,1
R06385,HKY+FO+I,1
R06386,"MIX{TPM3u+FO,K2P}+G4",2
R06396,"MIX{TPM3u+FO,JC}+G4",2
R06399,"MIX{TPM3u+FO,TPM3u+FO}+I+R2",2
R06409,"MIX{HKY+FO,JC}+I",2
R06411,"MIX{TPM3u+FO,K3P}+R2",2
R06412,TIM3e+I+G4,1
R06413,HKY+FO+I,1
R06417,"MIX{K2P,F81+FO}+I",2
R06420,"MIX{TPM2,JC}+G4",2
R06422,HKY+FO+I,1
R06423,"MIX{TPM3,JC}+G4",2
R06429,HKY+FO+I,1
R06430,"MIX{TPM3,TPM3}+I+G4",2
R06432,TPM3+I,1
R06433,HKY+FO+I,1
R06435,"MIX{TPM3u+FO,TPM3}+I+R2",2
R06436,TN+FO+I,1
R06442,"MIX{K2P,HKY+FO}+I",2
R06443,TPM3+I,1
R06446,TPM3+I,1
R06451,"MIX{TPM3,TPM3}+G4",2
R06469,"MIX{HKY+FO,JC}+I",2
R06484,TPM3+I,1
R06492,"MIX{TPM3,TPM3}+I",2
R06498,"MIX{TPM3u+FO,TN+FO}+R2",2
R06500,"MIX{HKY+FO,TPM3}+R2",2
R06506,"MIX{TPM3,JC}+G4",2
R06516,"MIX{TPM3u+FO,TIM+FO,F81+FO,HKY+FO}+R2",4
R06518,"MIX{TNe,K2P}+G4",2
R06520,"MIX{TIM3+FO,F81+FO}+I",2
R06522,"MIX{TIM3+FO,F81+FO,K3Pu+FO}+I+G4",3
R06524,TIM3+FO+I,1
R06525,K2P+I,1
R06530,"MIX{TIM3e,TPM3}+I",2
R06537,"MIX{GTR+FO,K2P}+R2",2
R06540,K2P+G4,1
R06541,HKY+FO+I,1
R06542,TIM3+FO+I,1
R06545,K2P+G4,1
R06550,TPM3+I+G4,1
R06554,TPM3u+FO,1
R06555,"MIX{TPM3,F81+FO}+G4",2
R06557,JC+I,1
R06559,HKY+FO+I,1
R06566,"MIX{TVM+FO,TPM3}+I+R2",2
R06573,"MIX{TPM3u+FO,TPM2u+FO,K3P,JC,K2P}+R3",5
R06575,"MIX{TVM+FO,TPM3,TPM2u+FO,TPM2}+G4",4
R06576,"MIX{TPM3u+FO,K2P}+R2",2
R06581,"MIX{TIM3+FO,JC}+R3",2
R06584,"MIX{TPM3u+FO,K2P,K3Pu+FO}+G4",3
R06586,"MIX{TPM3u+FO,TPM2u+FO,JC,TNe}+R3",4
R06587,"MIX{TN+FO,JC}+G4",2
R06590,"MIX{TPM3u+FO,F81+FO,JC}+I",3
R06592,K2P+I,1
R06598,"MIX{TPM3,TPM3}+R3",2
R06599,"MIX{HKY+FO,TPM3}+G4",2
R06612,K2P+I,1
R06613,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R06617,K2P+G4,1
R06618,"MIX{TPM3,TPM3}+I+G4",2
R06620,"MIX{TIM3e,JC}+I+R2",2
R06625,"MIX{TIM3e,JC}+G4",2
R06650,"MIX{TIM3e,TPM3}+I+R2",2
R06657,"MIX{TPM3,JC}+R3",2
R06664,HKY+FO+R3,1
R06665,"MIX{TPM3,F81+FO}+I+G4",2
R06666,"MIX{TPM2u+FO,TIM2+FO}+I+R2",2
R06667,TN+FO+I,1
R06675,"MIX{TPM3,TPM3,F81+FO}+I+R2",3
R06679,"MIX{TPM3,TPM3}+R2",2
R06683,"MIX{TPM3,JC}+R3",2
R06684,"MIX{HKY+FO,HKY+FO,F81+FO}+I+G4",3
R06687,"MIX{TN+FO,JC}+I",2
R06688,"MIX{TNe,JC}+G4",2
R06703,"MIX{TPM3u+FO,TPM3,F81+FO,K3P}+I+R2",4
R06707,"MIX{GTR+FO,TPM3}+R3",2
R06710,HKY+FO+I,1
R06721,"MIX{HKY+FO,JC}+G4",2
R06722,"MIX{K2P,JC}+I",2
R06724,TPM3u+FO+I,1
R06735,"MIX{TVM+FO,F81+FO,K3P}+R2",3
R06742,"MIX{TPM3u+FO,TN+FO,JC}+G4",3
R06744,"MIX{HKY+FO,JC}+R3",2
R06746,"MIX{TPM3u+FO,TIM2+FO,HKY+FO,TPM3u+FO,JC}+I+R2",5
R06748,"MIX{TPM3,HKY+FO}+R2",2
R06750,"MIX{K3Pu+FO,JC}+I+G4",2
R06754,"MIX{K2P,JC}+I",2
R06756,"MIX{HKY+FO,JC}+I",2
R06759,"MIX{TPM3,JC}+R2",2
R06761,"MIX{GTR+FO,TVMe,TIM3e}+G4",3
R06774,"MIX{TIM3+FO,TIM+FO,K3P,K2P}+G4",4
R06790,TPM3u+FO+I,1
R06814,"MIX{K2P,JC}+G4",2
R06819,"MIX{TPM3u+FO,TPM3,JC}+I+R2",3
R06824,"MIX{TPM3,TIM3e}+I",2
R06829,"MIX{HKY+FO,F81+FO,TIMe}+I+G4",3
R06830,TPM3+I,1
R06832,"MIX{TIM3+FO,TIM3e,K3P}+I+G4",3
R06833,"MIX{TN+FO,F81+FO,F81+FO}+G4",3
R06834,"MIX{HKY+FO,JC}+I",2
R06835,"MIX{GTR+FO,F81+FO,K3Pu+FO}+I+R2",3
R06837,TN+FO+R3,1
R06843,"MIX{TPM3u+FO,TPM3,JC}+I+G4",3
R06844,"MIX{TN+FO,TPM3}+I",2
R06848,"MIX{TPM3,TIM3e,JC}+R2",3
R06945,JC,1
R07045,TPM2u+FO+G4,1
R07058,"MIX{TIM3+FO,TPM3}+I",2
R07063,"MIX{TPM3u+FO,TPM2u+FO,K3Pu+FO,K3P}+G4",4
R07090,"MIX{TIM3e,TIM2e}+G4",2
R07100,"MIX{K3P,JC,K3P}+I",3
R07128,"MIX{K3Pu+FO,TPM3}+I",2
R07131,"MIX{HKY+FO,K2P}+I",2
R07132,"MIX{TPM3u+FO,TPM3u+FO,JC}+I+G4",3
R07133,"MIX{TPM3u+FO,TIM2e}+R2",2
R07137,TN+FO+I,1
R07138,TN+FO+G4,1
R07139,"MIX{TIM3+FO,TN+FO}+R2",2
R07155,"MIX{TPM3,JC,TIM3e}+R2",3
R07177,"MIX{TPM3u+FO,TPM3}+R2",2
R07184,"MIX{GTR+FO,F81+FO,JC}+R2",3
R07185,K2P+I,1
R07191,"MIX{HKY+FO,JC,TPM2u+FO}+G4",3
R07195,"MIX{TPM3,JC}+G4",2
R07196,"MIX{K2P,K2P}+I",2
R07201,"MIX{TPM3,JC}+R3",2
R07209,TPM2+R2,1
R07211,"MIX{TIM3+FO,TPM2}+I",2
R07213,"MIX{TPM3,TIM3e}+R2",2
R07218,"MIX{TN+FO,F81+FO}+I+G4",2
R07219,"MIX{HKY+FO,K2P}+I",2
R07220,"MIX{TIM3e,JC}+I+R2",2
R07227,"MIX{TPM3u+FO,JC}+R2",2
R07229,HKY+FO+I,1
R07230,"MIX{TPM3,K2P}+I+G4",2
R07233,"MIX{TIM3+FO,JC,K3Pu+FO}+G4",3
R07240,"MIX{TIM3+FO,TNe,F81+FO,K3Pu+FO,F81+FO}+I+G4",5
R07242,"MIX{TIM3e,F81+FO}+I",2
R07244,"MIX{TIM3+FO,TN+FO,JC,HKY+FO}+I+R2",4
R07248,"MIX{TPM3u+FO,TPM3}+R2",2
R07255,"MIX{HKY+FO,K2P}+G4",2
R07257,"MIX{TN+FO,TIMe}+R2",2
R07266,"MIX{TPM3u+FO,HKY+FO}+R2",2
R07269,"MIX{TPM3u+FO,TPM3,TPM3,TPM3}+I+R2",4
R07273,K2P+G4,1
R07275,"MIX{TVM+FO,TVMe,HKY+FO,TPM2u+FO}+I+R2",4
R07293,HKY+FO+G4,1
R07310,"MIX{TPM3u+FO,TPM3,JC,GTR+FO}+I+R2",4
R07311,"MIX{TIM3e,TIM3e}+G4",2
R07313,"MIX{TPM3,JC}+R2",2
R07314,"MIX{HKY+FO,JC}+G4",2
R07315,"MIX{TPM3u+FO,TPM3}+I",2
R07320,"MIX{TIM3+FO,F81+FO}+R3",2
R07323,"MIX{TIM3e,TNe}+G4",2
R07329,"MIX{TVM+FO,GTR+FO,TN+FO}+R3",3
R07332,"MIX{TIM3e,JC}+G4",2
R07336,K2P+I,1
R07341,"MIX{TNe,JC}+R3",2
R07342,"MIX{TIM3e,JC}+R2",2
R07350,"MIX{TPM3u+FO,JC}+I+G4",2
R07351,"MIX{TPM3u+FO,TPM3}+G4",2
R07352,"MIX{TPM3u+FO,TPM3}+I+R2",2
R07354,"MIX{TIM3+FO,TIM+FO,TPM3u+FO}+R3",3
R07355,"MIX{TPM3u+FO,K3P}+I",2
R07360,"MIX{TNe,JC}+I",2
R07361,"MIX{TPM2u+FO,TPM3}+I+R2",2
R07369,"MIX{HKY+FO,JC}+I",2
R07370,"MIX{HKY+FO,JC}+I",2
R07374,"MIX{TPM3u+FO,TPM3}+I+R2",2
R07375,"MIX{TPM3u+FO,TNe}+I",2
R07377,"MIX{HKY+FO,JC}+G4",2
R07380,"MIX{TPM2u+FO,TPM3}+G4",2
R07381,"MIX{HKY+FO,F81+FO}+G4",2
R07382,"MIX{HKY+FO,TPM3}+R2",2
R07385,TPM3+G4,1
R07389,HKY+FO+I,1
R07390,"MIX{K2P,JC}+I",2
R07396,HKY+FO+G4,1
R07399,TPM3+I,1
R07400,TIM3e+G4,1
R07405,"MIX{TVM+FO,TPM3}+R3",2
R07406,"MIX{TPM3,HKY+FO}+R3",2
R07407,"MIX{TPM3u+FO,TPM3,JC}+I+G4",3
R07408,"MIX{TPM3u+FO,JC}+G4",2
R07409,"MIX{TPM3u+FO,K3P,JC}+G4",3
R07410,HKY+FO+I,1
R07413,"MIX{TPM3,TPM3}+G4",2
R07415,"MIX{TPM3u+FO,TPM3}+I+G4",2
R07419,TPM3+G4,1
R07422,F81+FO,1
R07434,"MIX{TPM3u+FO,JC}+R3",2
R07436,TPM2u+FO+G4,1
R07466,"MIX{TIM3e,TIMe}+I+R2",2
R07467,"MIX{TIM3e,TPM3,TIMe}+G4",3
R07473,"MIX{K2P,JC}+I+G4",2
R07474,"MIX{TIM3e,TPM3}+I+R2",2
R07480,HKY+FO+I,1
R07482,"MIX{TPM3u+FO,HKY+FO,K3P,TNe,F81+FO}+I+R2",5
R07487,"MIX{TNe,JC}+G4",2
R07488,"MIX{TIM3e,TPM3,F81+FO}+G4",3
R07507,"MIX{TVMe,TPM3}+G4",2
R07514,K2P+I,1
R07519,"MIX{TVMe,K3P}+R3",2
R07522,"MIX{TPM3,K2P}+I",2
R07523,SYM+I,1
R07524,"MIX{TPM3u+FO,TN+FO,HKY+FO,JC}+I+G4",4
R07526,TPM3+G4,1
R07529,"MIX{TVM+FO,TVMe}+I",2
R07530,"MIX{TPM3,K2P}+R2",2
R07531,"MIX{K2P,JC}+G4",2
R07533,TIM3+FO+I,1
R07534,"MIX{TPM3,F81+FO}+G4",2
R07535,"MIX{TPM3,JC}+G4",2
R07536,TPM3+G4,1
R07540,"MIX{TPM3,TPM3,JC}+G4",3
R07541,"MIX{K2P,JC}+I",2
R07543,"MIX{TPM3u+FO,TPM3}+I+R3",2
R07544,"MIX{TPM3u+FO,TN+FO,F81+FO,JC,K2P}+I+R2",5
R07546,"MIX{K2P,K2P}+I",2
R07551,"MIX{TPM3u+FO,K2P}+I+G4",2
R07552,TPM3u+FO+I,1
R07555,"MIX{TPM3u+FO,JC}+R2",2
R07565,"MIX{K2P,K2P}+I+G4",2
R07566,"MIX{TPM3,K3P}+G4",2
R07567,"MIX{TN+FO,JC}+I+G4",2
R07569,"MIX{TIM3e,TPM3}+I",2
R07571,"MIX{TPM3,K2P}+R2",2
R07574,"MIX{TPM3,JC,TPM3}+R2",3
R07575,F81+FO+I,1
R07576,"MIX{HKY+FO,JC}+I",2
R07577,"MIX{TPM3u+FO,TPM3}+R3",2
R07584,"MIX{HKY+FO,JC}+I",2
R07585,"MIX{TPM3,TIM3e}+I+R2",2
R07587,"MIX{TPM3u+FO,JC,TPM3u+FO}+I+G4",3
R07591,"MIX{TIM3e,TIM3e}+I+G4",2
R07594,"MIX{HKY+FO,K2P}+I",2
R07597,"MIX{TPM3,K3P}+I+R2",2
R07599,"MIX{TVM+FO,TPM3,F81+FO,F81+FO}+I+G4",4
R07601,"MIX{TIM3e,TNe}+I",2
R07603,"MIX{HKY+FO,F81+FO}+I",2
R07604,"MIX{TIM3e,JC}+I+G4",2
R07612,"MIX{HKY+FO,JC}+R2",2
R07613,K2P+G4,1
R07617,"MIX{K2P,HKY+FO}+I",2
R07626,"MIX{K2P,JC}+R2",2
R07627,"MIX{TIM3+FO,TPM3}+I",2
R07636,"MIX{TIM3+FO,TPM3}+R2",2
R07639,"MIX{TNe,JC}+G4",2
R07666,JC+I,1
R07679,"MIX{TIM3e,TPM2}+G4",2
R07683,TIM3+FO+I,1
R07686,"MIX{TIM3e,JC}+I+G4",2
R07690,"MIX{TN+FO,JC}+I",2
R07691,"MIX{HKY+FO,TPM3}+I",2
R07693,"MIX{F81+FO,TNe}+I",2
R07697,"MIX{TPM3u+FO,F81+FO}+I+R2",2
