ID,Mixture_Model,Model_Count
chr2_41910000_41920000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_41920000_41930000,"MIX{TPM3u+FO,TN+FO}+G4",2
chr2_41940000_41950000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_41970000_41980000,"MIX{TVM+FO,TPM3}+G4",2
chr2_42000000_42010000,"MIX{TPM3u+FO,K2P,F81+FO}+G4",3
chr2_42020000_42030000,"MIX{TIM2+FO,K2P}+R2",2
chr2_42240000_42250000,TPM3u+FO+G4,1
chr2_42260000_42270000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_42680000_42690000,"MIX{TIM2+FO,K2P}+G4",2
chr2_42710000_42720000,"MIX{TVM+FO,JC}+R2",2
chr2_42790000_42800000,GTR+FO+G4,1
chr2_42820000_42830000,"MIX{GTR+FO,JC}+G4",2
chr2_42830000_42840000,"MIX{GTR+FO,JC}+G4",2
chr2_4290000_4300000,"MIX{GTR+FO,JC}+R2",2
chr2_42960000_42970000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_42980000_42990000,"MIX{TVM+FO,JC}+G4",2
chr2_42990000_43000000,TVM+FO+I+R2,1
chr2_43000000_43010000,"MIX{TVM+FO,K3P}+G4",2
chr2_43010000_43020000,"MIX{TVM+FO,JC}+R2",2
chr2_43020000_43030000,TVM+FO+G4,1
chr2_43030000_43040000,"MIX{TVM+FO,JC}+R2",2
chr2_43040000_43050000,"MIX{TPM2u+FO,JC}+G4",2
chr2_43060000_43070000,"MIX{TPM3u+FO,JC,K3P}+G4",3
chr2_43070000_43080000,"MIX{TVM+FO,JC,K3P}+G4",3
chr2_43080000_43090000,"MIX{TVM+FO,JC,K2P}+G4",3
chr2_43090000_43100000,"MIX{GTR+FO,TNe}+I+R2",2
chr2_43100000_43110000,"MIX{TVM+FO,TPM2,JC}+R2",3
chr2_43120000_43130000,"MIX{TPM2u+FO,K2P}+I+R2",2
chr2_43130000_43140000,TPM3u+FO+G4,1
chr2_43140000_43150000,"MIX{TIM2+FO,JC,F81+FO}+R2",3
chr2_43160000_43170000,"MIX{K2P,JC}+R2",2
chr2_43180000_43190000,"MIX{TPM3u+FO,TN+FO,TN+FO}+R2",3
chr2_43260000_43270000,"MIX{TPM3u+FO,JC}+G4",2
chr2_43280000_43290000,TPM2u+FO+G4,1
chr2_43300000_43310000,"MIX{TPM2u+FO,JC}+R2",2
chr2_4330000_4340000,"MIX{K2P,HKY+FO}+G4",2
chr2_43330000_43340000,"MIX{TPM3u+FO,JC,TIM2e,F81+FO}+R2",4
chr2_43340000_43350000,TVM+FO+G4,1
chr2_43350000_43360000,TVM+FO+G4,1
chr2_43440000_43450000,"MIX{TPM3,JC}+R2",2
chr2_43470000_43480000,"MIX{TPM2,JC}+R2",2
chr2_43560000_43570000,"MIX{TVM+FO,TNe,K2P}+G4",3
chr2_43570000_43580000,"MIX{TPM2u+FO,JC}+I+R2",2
chr2_43580000_43590000,"MIX{TVM+FO,K3P}+I+R2",2
chr2_43590000_43600000,TVM+FO+G4,1
chr2_43600000_43610000,"MIX{TPM2u+FO,JC}+G4",2
chr2_4360000_4370000,"MIX{K2P,K2P}+G4",2
chr2_43610000_43620000,"MIX{TIM2+FO,K2P}+G4",2
chr2_43640000_43650000,"MIX{TPM3,TVM+FO}+G4",2
chr2_43650000_43660000,"MIX{TPM3u+FO,TIM2e,JC}+R2",3
chr2_4370000_4380000,"MIX{TN+FO,K3Pu+FO}+R2",2
chr2_43720000_43730000,"MIX{TIM3+FO,JC}+I+R2",2
chr2_43730000_43740000,"MIX{GTR+FO,F81+FO}+G4",2
chr2_43740000_43750000,"MIX{TPM2,JC,K3P}+G4",3
chr2_43750000_43760000,"MIX{TIM3+FO,TPM2u+FO,JC}+R2",3
chr2_43760000_43770000,"MIX{TVM+FO,TIM3e}+R2",2
chr2_43830000_43840000,"MIX{TIM3+FO,TIM2+FO}+R2",2
chr2_43840000_43850000,"MIX{TPM2,K3Pu+FO}+G4",2
chr2_43850000_43860000,"MIX{TPM2u+FO,TIM2+FO}+R2",2
chr2_43860000_43870000,"MIX{K3Pu+FO,JC,K2P}+I+R2",3
chr2_43870000_43880000,"MIX{TPM3u+FO,TNe,TN+FO}+R2",3
chr2_43880000_43890000,"MIX{TPM3u+FO,TPM3u+FO}+R2",2
chr2_43890000_43900000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_43900000_43910000,"MIX{TPM2u+FO,JC,K2P}+G4",3
chr2_4390000_4400000,"MIX{HKY+FO,K2P}+G4",2
chr2_43910000_43920000,"MIX{HKY+FO,JC}+G4",2
chr2_43920000_43930000,"MIX{TPM2u+FO,TPM3}+I+R2",2
chr2_43930000_43940000,"MIX{TPM3u+FO,TPM2}+G4",2
chr2_43940000_43950000,TPM2u+FO+I+R2,1
chr2_43950000_43960000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_43960000_43970000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_43970000_43980000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_43980000_43990000,"MIX{K2P,JC}+R2",2
chr2_43990000_44000000,"MIX{TPM3,JC}+I+R2",2
chr2_4400000_4410000,"MIX{K2P,K3Pu+FO}+I+R2",2
chr2_44010000_44020000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_44030000_44040000,"MIX{TIM2+FO,HKY+FO}+G4",2
chr2_44050000_44060000,"MIX{TNe,JC}+R2",2
chr2_44060000_44070000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_44080000_44090000,"MIX{GTR+FO,TNe}+G4",2
chr2_44090000_44100000,"MIX{TPM2u+FO,JC}+G4",2
chr2_4410000_4420000,"MIX{TPM3u+FO,JC}+I+R2",2
chr2_44110000_44120000,GTR+FO+G4,1
chr2_44120000_44130000,"MIX{GTR+FO,JC}+G4",2
chr2_44140000_44150000,"MIX{GTR+FO,JC}+I+R2",2
chr2_4420000_4430000,"MIX{TIM3+FO,K2P,JC}+R2",3
chr2_44270000_44280000,"MIX{TVM+FO,K2P}+G4",2
chr2_44280000_44290000,"MIX{TVM+FO,JC}+R2",2
chr2_44290000_44300000,TPM3u+FO+G4,1
chr2_44300000_44310000,"MIX{GTR+FO,JC,TPM3}+G4",3
chr2_44310000_44320000,"MIX{TIM3+FO,JC,TPM3}+G4",3
chr2_4440000_4450000,"MIX{K2P,JC}+G4",2
chr2_44420000_44430000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_44430000_44440000,"MIX{GTR+FO,SYM}+G4",2
chr2_44440000_44450000,"MIX{TPM3u+FO,JC}+G4",2
chr2_44460000_44470000,"MIX{TPM3u+FO,JC}+G4",2
chr2_44480000_44490000,TVM+FO+G4,1
chr2_44550000_44560000,HKY+FO+R2,1
chr2_44570000_44580000,"MIX{TPM3u+FO,JC}+G4",2
chr2_44580000_44590000,"MIX{TPM2,JC}+G4",2
chr2_4460000_4470000,TPM3u+FO+G4,1
chr2_44640000_44650000,"MIX{TVM+FO,K3P}+G4",2
chr2_44670000_44680000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_44690000_44700000,"MIX{GTR+FO,TPM3}+G4",2
chr2_4470000_4480000,TPM3u+FO+R2,1
chr2_44710000_44720000,"MIX{TPM2u+FO,TPM3}+G4",2
chr2_44750000_44760000,TIM2+FO+G4,1
chr2_44760000_44770000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_44780000_44790000,"MIX{TPM2u+FO,JC}+R2",2
chr2_44790000_44800000,"MIX{TVM+FO,K2P}+G4",2
chr2_44800000_44810000,TPM2u+FO+R2,1
chr2_44810000_44820000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_44830000_44840000,"MIX{TIM3+FO,JC}+G4",2
chr2_44850000_44860000,"MIX{TPM3u+FO,HKY+FO}+R2",2
chr2_44870000_44880000,"MIX{TVM+FO,JC}+R2",2
chr2_44880000_44890000,"MIX{TVM+FO,K2P,JC}+R2",3
chr2_44890000_44900000,"MIX{TVM+FO,K2P,JC}+G4",3
chr2_44930000_44940000,"MIX{TPM2u+FO,HKY+FO}+G4",2
chr2_44970000_44980000,"MIX{TPM2u+FO,JC,K2P}+R2",3
chr2_44990000_45000000,"MIX{TVM+FO,K2P}+R2",2
chr2_45000000_45010000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_45070000_45080000,"MIX{TPM3u+FO,JC}+R2",2
chr2_45130000_45140000,"MIX{K2P,JC}+G4",2
chr2_45140000_45150000,TIM2+FO+G4,1
chr2_45150000_45160000,"MIX{TPM3u+FO,TPM2}+G4",2
chr2_45160000_45170000,TVM+FO+G4,1
chr2_45210000_45220000,"MIX{TVMe,TVMe}+I+R2",2
chr2_45400000_45410000,"MIX{TVM+FO,HKY+FO,TPM2}+I+R2",3
chr2_45410000_45420000,TIM2+FO+I+R2,1
chr2_45450000_45460000,"MIX{K3Pu+FO,TPM3u+FO}+G4",2
chr2_45460000_45470000,"MIX{TIM2+FO,K2P}+R2",2
chr2_45480000_45490000,"MIX{GTR+FO,K2P}+G4",2
chr2_45490000_45500000,"MIX{TPM3u+FO,HKY+FO}+G4",2
chr2_4550000_4560000,"MIX{K3Pu+FO,HKY+FO}+R2",2
chr2_45520000_45530000,TVM+FO+G4,1
chr2_45530000_45540000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_45540000_45550000,"MIX{TVM+FO,K2P}+R2",2
chr2_45550000_45560000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_45570000_45580000,"MIX{TVM+FO,JC,K3P}+I+R2",3
chr2_45580000_45590000,TVM+FO+G4,1
chr2_45590000_45600000,"MIX{TPM3u+FO,TIM+FO}+R2",2
chr2_45600000_45610000,"MIX{TPM3u+FO,JC}+G4",2
chr2_4560000_4570000,"MIX{K2P,JC}+G4",2
chr2_45610000_45620000,"MIX{TPM3u+FO,JC}+I+R2",2
chr2_45630000_45640000,"MIX{TVM+FO,TPM3}+R2",2
chr2_45650000_45660000,"MIX{TPM2,JC}+R2",2
chr2_45690000_45700000,TPM3u+FO+G4,1
chr2_45700000_45710000,"MIX{TPM3u+FO,JC}+G4",2
chr2_45730000_45740000,"MIX{TVM+FO,JC,K2P}+G4",3
chr2_45750000_45760000,TPM3u+FO+G4,1
chr2_45760000_45770000,TPM3u+FO+G4,1
chr2_45790000_45800000,TVM+FO+G4,1
chr2_45800000_45810000,"MIX{TIM3+FO,JC}+I+R2",2
chr2_45810000_45820000,"MIX{TPM3u+FO,JC,K3P}+G4",3
chr2_45820000_45830000,"MIX{TVM+FO,HKY+FO}+G4",2
chr2_45830000_45840000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_45840000_45850000,"MIX{TVM+FO,JC}+R2",2
chr2_45850000_45860000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_45860000_45870000,"MIX{GTR+FO,K3Pu+FO}+R2",2
chr2_45880000_45890000,"MIX{TVM+FO,JC}+G4",2
chr2_45900000_45910000,GTR+FO+G4,1
chr2_45910000_45920000,"MIX{TPM3u+FO,JC}+R2",2
chr2_45920000_45930000,"MIX{TPM3u+FO,JC}+R2",2
chr2_45930000_45940000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_45960000_45970000,"MIX{TPM2u+FO,K2P,JC}+R2",3
chr2_45970000_45980000,"MIX{TVM+FO,K3P}+G4",2
chr2_45980000_45990000,"MIX{TVM+FO,K3P,JC}+G4",3
chr2_45990000_46000000,TPM3u+FO+G4,1
chr2_46010000_46020000,"MIX{GTR+FO,JC}+G4",2
chr2_46030000_46040000,"MIX{TPM3u+FO,K3P}+I+R2",2
chr2_46140000_46150000,"MIX{K2P,JC}+G4",2
chr2_46160000_46170000,"MIX{TPM3u+FO,JC}+G4",2
chr2_46170000_46180000,"MIX{TPM2u+FO,JC}+G4",2
chr2_46180000_46190000,"MIX{HKY+FO,K2P}+G4",2
chr2_46250000_46260000,"MIX{TVM+FO,K3P}+R2",2
chr2_46260000_46270000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_46270000_46280000,"MIX{GTR+FO,F81+FO}+G4",2
chr2_46300000_46310000,TVM+FO+G4,1
chr2_46320000_46330000,TVM+FO+G4,1
chr2_46330000_46340000,TVM+FO+G4,1
chr2_4640000_4650000,"MIX{TPM3u+FO,TN+FO,K2P}+R2",3
chr2_46420000_46430000,"MIX{TPM3u+FO,JC,K2P}+R2",3
chr2_46430000_46440000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_46440000_46450000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_46460000_46470000,TVM+FO+R2,1
chr2_4650000_4660000,"MIX{TPM2u+FO,JC,K2P}+G4",3
chr2_46510000_46520000,"MIX{TPM2u+FO,K2P,JC}+G4",3
chr2_46520000_46530000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_46530000_46540000,TPM3u+FO+G4,1
chr2_46590000_46600000,TVMe+G4,1
chr2_4660000_4670000,"MIX{TPM2u+FO,JC}+I+R2",2
chr2_46670000_46680000,"MIX{TVM+FO,HKY+FO}+R2",2
chr2_46680000_46690000,"MIX{TPM3u+FO,TPM3u+FO,K2P}+R3",3
chr2_46700000_46710000,"MIX{TPM3u+FO,TPM2u+FO}+R2",2
chr2_46820000_46830000,TVM+FO+G4,1
chr2_46830000_46840000,"MIX{TPM2u+FO,JC}+G4",2
chr2_46860000_46870000,"MIX{TIM3+FO,TPM3}+R2",2
chr2_46890000_46900000,TPM2u+FO+G4,1
chr2_46900000_46910000,"MIX{TPM2u+FO,TNe}+G4",2
chr2_4690000_4700000,"MIX{K3P,JC}+I+R2",2
chr2_46920000_46930000,"MIX{TPM3u+FO,K2P,JC}+R2",3
chr2_46930000_46940000,"MIX{TIM3+FO,TPM2}+G4",2
chr2_46940000_46950000,TPM3u+FO+R2,1
chr2_46950000_46960000,TVM+FO+G4,1
chr2_46960000_46970000,"MIX{TPM3u+FO,TPM2}+G4",2
chr2_46970000_46980000,"MIX{GTR+FO,JC}+R2",2
chr2_47230000_47240000,"MIX{TPM3u+FO,JC}+G4",2
chr2_47240000_47250000,"MIX{TIM2+FO,K3P}+R2",2
chr2_47250000_47260000,"MIX{GTR+FO,K2P}+G4",2
chr2_47340000_47350000,"MIX{TVM+FO,K2P}+G4",2
chr2_47440000_47450000,"MIX{TPM2,JC}+G4",2
chr2_47450000_47460000,"MIX{TVM+FO,K2P}+R2",2
chr2_47460000_47470000,"MIX{TIM3+FO,K3P}+G4",2
chr2_47470000_47480000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_47560000_47570000,TPM3u+FO+G4,1
chr2_47570000_47580000,"MIX{TVM+FO,K2P}+R2",2
chr2_47580000_47590000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_4760000_4770000,"MIX{TIM2+FO,K3Pu+FO,HKY+FO}+G4",3
chr2_47630000_47640000,"MIX{TPM3u+FO,F81+FO}+G4",2
chr2_47640000_47650000,"MIX{TPM2u+FO,JC}+R2",2
chr2_47650000_47660000,"MIX{TVM+FO,K2P}+G4",2
chr2_47660000_47670000,"MIX{HKY+FO,TNe}+G4",2
chr2_47670000_47680000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_47680000_47690000,TVM+FO+G4,1
chr2_4770000_4780000,"MIX{TPM2u+FO,JC,TNe}+G4",3
chr2_47760000_47770000,"MIX{HKY+FO,K3P}+I+G4",2
chr2_47770000_47780000,"MIX{TIM3+FO,TIM+FO,JC}+G4",3
chr2_47780000_47790000,"MIX{TPM3u+FO,JC}+G4",2
chr2_47800000_47810000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_4780000_4790000,"MIX{K2P,JC,TPM3u+FO}+G4",3
chr2_47810000_47820000,"MIX{K2P,F81+FO,F81+FO}+G4",3
chr2_47860000_47870000,"MIX{TIM3+FO,JC,HKY+FO}+R2",3
chr2_47870000_47880000,TPM2u+FO+G4,1
chr2_47880000_47890000,TIM3+FO+G4,1
chr2_4790000_4800000,TPM2+G4,1
chr2_47930000_47940000,TVM+FO+G4,1
chr2_47950000_47960000,"MIX{TVM+FO,K2P}+G4",2
chr2_48050000_48060000,"MIX{TIM3+FO,TNe}+R2",2
chr2_48070000_48080000,"MIX{TPM2u+FO,JC}+G4",2
chr2_48090000_48100000,"MIX{TPM2,TPM2}+G4",2
chr2_48100000_48110000,TVM+FO+R2,1
chr2_4810000_4820000,"MIX{TVMe,F81+FO,TPM3}+G4",3
chr2_4820000_4830000,"MIX{TVMe,JC}+R2",2
chr2_48250000_48260000,"MIX{TPM2u+FO,K2P,JC,TN+FO}+G4",4
chr2_48260000_48270000,"MIX{TPM2u+FO,JC}+R2",2
chr2_48280000_48290000,TPM2u+FO+G4,1
chr2_48290000_48300000,"MIX{GTR+FO,TNe}+G4",2
chr2_48300000_48310000,"MIX{TVM+FO,K2P}+G4",2
chr2_48310000_48320000,"MIX{HKY+FO,JC}+G4",2
chr2_48360000_48370000,"MIX{GTR+FO,K3Pu+FO}+R2",2
chr2_48600000_48610000,"MIX{TPM3,JC}+G4",2
chr2_48610000_48620000,"MIX{TNe,JC,TIM3+FO}+G4",3
chr2_48620000_48630000,TVM+FO+R2,1
chr2_48640000_48650000,"MIX{TVM+FO,HKY+FO}+I+R2",2
chr2_48690000_48700000,"MIX{TPM2u+FO,TIM2+FO,F81+FO}+G4",3
chr2_48890000_48900000,"MIX{TVM+FO,TPM2u+FO}+I+R2",2
chr2_49060000_49070000,"MIX{TPM2u+FO,JC,K2P}+G4",3
chr2_49070000_49080000,TVM+FO+G4,1
chr2_4910000_4920000,"MIX{HKY+FO,TPM2}+G4",2
chr2_49110000_49120000,TVM+FO+R2,1
chr2_49130000_49140000,HKY+FO+G4,1
chr2_49140000_49150000,"MIX{TPM2u+FO,TPM3u+FO,TPM2}+G4",3
chr2_49160000_49170000,TPM3u+FO+G4,1
chr2_49170000_49180000,TVM+FO+G4,1
chr2_49180000_49190000,GTR+FO+G4,1
chr2_49200000_49210000,"MIX{TPM2u+FO,F81+FO,TNe}+I+R2",3
chr2_49210000_49220000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_49220000_49230000,"MIX{TPM3u+FO,JC,TNe}+G4",3
chr2_49240000_49250000,"MIX{TIM3+FO,K2P}+G4",2
chr2_49250000_49260000,"MIX{TPM2u+FO,JC}+G4",2
chr2_49260000_49270000,"MIX{HKY+FO,JC}+G4",2
chr2_49270000_49280000,"MIX{TPM2u+FO,JC,K2P,F81+FO}+G4",4
chr2_49290000_49300000,"MIX{TVM+FO,F81+FO}+R2",2
chr2_49530000_49540000,"MIX{GTR+FO,JC}+R2",2
chr2_49580000_49590000,GTR+FO+G4,1
chr2_49600000_49610000,"MIX{TVM+FO,K2P}+G4",2
chr2_4960000_4970000,"MIX{TPM3u+FO,JC}+R2",2
chr2_49630000_49640000,"MIX{TPM3u+FO,JC}+G4",2
chr2_49640000_49650000,"MIX{TIM3+FO,F81+FO}+G4",2
chr2_49650000_49660000,TPM3u+FO+I+G4,1
chr2_4970000_4980000,"MIX{K2P,JC}+I+R2",2
chr2_4980000_4990000,"MIX{TPM3u+FO,JC}+I+R2",2
chr2_49830000_49840000,TVM+FO+G4,1
chr2_49840000_49850000,"MIX{TPM2u+FO,JC}+G4",2
chr2_49980000_49990000,"MIX{TVM+FO,K2P}+G4",2
chr2_49990000_50000000,"MIX{TVM+FO,K2P}+G4",2
chr2_50000000_50010000,TVM+FO+R2,1
chr2_50010000_50020000,"MIX{TVM+FO,JC}+I+R2",2
chr2_50020000_50030000,TVM+FO+G4,1
chr2_50040000_50050000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_50050000_50060000,TVM+FO+G4,1
chr2_50060000_50070000,"MIX{TIM3+FO,K2P,TNe}+R2",3
chr2_50070000_50080000,"MIX{TVM+FO,F81+FO}+G4",2
chr2_50080000_50090000,"MIX{TPM3u+FO,JC,TVMe}+G4",3
chr2_50090000_50100000,"MIX{TPM2u+FO,TPM3}+G4",2
chr2_50100000_50110000,"MIX{TVM+FO,TN+FO,TNe}+R2",3
chr2_5010000_5020000,"MIX{K2P,JC}+I+R2",2
chr2_50120000_50130000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_50130000_50140000,"MIX{TVM+FO,HKY+FO}+R2",2
chr2_50170000_50180000,"MIX{TVM+FO,K2P}+R2",2
chr2_50200000_50210000,"MIX{TPM3u+FO,JC}+R2",2
chr2_5020000_5030000,"MIX{HKY+FO,K2P}+G4",2
chr2_50210000_50220000,"MIX{TPM2u+FO,SYM}+R2",2
chr2_50220000_50230000,"MIX{TIM3+FO,K2P}+G4",2
chr2_50230000_50240000,"MIX{TPM2u+FO,JC}+G4",2
chr2_50250000_50260000,"MIX{TPM3u+FO,TPM2}+I+R2",2
chr2_50320000_50330000,"MIX{TPM3u+FO,TIM+FO}+G4",2
chr2_50330000_50340000,"MIX{TPM2u+FO,JC}+G4",2
chr2_50340000_50350000,"MIX{TPM2u+FO,JC}+G4",2
chr2_50350000_50360000,TVM+FO+R2,1
chr2_5040000_5050000,"MIX{TPM2,JC}+R3",2
chr2_50410000_50420000,"MIX{TIM2+FO,K2P}+G4",2
chr2_50430000_50440000,TVM+FO+G4,1
chr2_50440000_50450000,TVM+FO+G4,1
chr2_5050000_5060000,"MIX{TVM+FO,F81+FO}+G4",2
chr2_5060000_5070000,"MIX{K2P,JC}+G4",2
chr2_50640000_50650000,"MIX{TIM3+FO,HKY+FO}+G4",2
chr2_50650000_50660000,TPM3u+FO+G4,1
chr2_50670000_50680000,"MIX{TVM+FO,K2P}+G4",2
chr2_50680000_50690000,"MIX{TIM2+FO,TPM2}+G4",2
chr2_50690000_50700000,"MIX{TPM2u+FO,HKY+FO}+R2",2
chr2_50710000_50720000,"MIX{TIM3+FO,K2P,F81+FO,JC}+G4",4
chr2_50720000_50730000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_50730000_50740000,"MIX{TVM+FO,TNe}+R2",2
chr2_50740000_50750000,"MIX{GTR+FO,JC}+G4",2
chr2_50750000_50760000,"MIX{TPM3u+FO,JC}+G4",2
chr2_50760000_50770000,"MIX{TIM2+FO,JC}+G4",2
chr2_50770000_50780000,"MIX{TPM3u+FO,JC}+G4",2
chr2_50780000_50790000,"MIX{TPM3u+FO,JC}+R2",2
chr2_50790000_50800000,"MIX{GTR+FO,TPM3}+G4",2
chr2_50800000_50810000,"MIX{TVM+FO,K3P}+G4",2
chr2_5080000_5090000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_50810000_50820000,"MIX{GTR+FO,TPM2}+G4",2
chr2_50820000_50830000,"MIX{TPM3u+FO,JC}+G4",2
chr2_50880000_50890000,GTR+FO+G4,1
chr2_50890000_50900000,"MIX{TPM2u+FO,TN+FO,TPM2}+R2",3
chr2_50900000_50910000,"MIX{TPM3u+FO,K2P,F81+FO}+G4",3
chr2_50910000_50920000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_50930000_50940000,GTR+FO+R2,1
chr2_50940000_50950000,"MIX{TPM3u+FO,K2P}+R2",2
chr2_50970000_50980000,"MIX{TIM3+FO,TNe}+R2",2
chr2_50980000_50990000,TVM+FO+R2,1
chr2_50990000_51000000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_51000000_51010000,"MIX{TPM3u+FO,F81+FO}+G4",2
chr2_5100000_5110000,"MIX{TPM3u+FO,JC,K2P}+G4",3
chr2_51010000_51020000,"MIX{TPM3u+FO,JC}+R2",2
chr2_51020000_51030000,TVM+FO+R2,1
chr2_51040000_51050000,"MIX{TPM3u+FO,JC}+G4",2
chr2_51070000_51080000,TPM3u+FO+G4,1
chr2_51080000_51090000,TPM3u+FO+G4,1
chr2_51100000_51110000,TVM+FO+G4,1
chr2_5110000_5120000,"MIX{TPM3u+FO,TPM3u+FO}+G4",2
chr2_51110000_51120000,"MIX{TPM3u+FO,JC}+R2",2
chr2_51120000_51130000,"MIX{TIM3+FO,JC}+G4",2
chr2_51130000_51140000,"MIX{TVM+FO,JC}+G4",2
chr2_51140000_51150000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_51150000_51160000,"MIX{TPM3u+FO,K2P,JC}+I+R2",3
chr2_51190000_51200000,TVM+FO+G4,1
chr2_5120000_5130000,"MIX{TPM2u+FO,JC}+G4",2
chr2_51210000_51220000,"MIX{TPM2u+FO,JC}+R2",2
chr2_51220000_51230000,"MIX{TPM2u+FO,F81+FO}+I+R2",2
chr2_51240000_51250000,"MIX{TIM3+FO,K3Pu+FO}+R2",2
chr2_51250000_51260000,"MIX{TVM+FO,TIM3+FO}+G4",2
chr2_51260000_51270000,"MIX{TPM3u+FO,F81+FO,K2P,JC}+I+R2",4
chr2_51270000_51280000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_51280000_51290000,"MIX{HKY+FO,K3P}+G4",2
chr2_5130000_5140000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_5140000_5150000,TPM3u+FO+G4,1
chr2_51500000_51510000,"MIX{GTR+FO,HKY+FO}+R2",2
chr2_5150000_5160000,"MIX{HKY+FO,K2P}+G4",2
chr2_51510000_51520000,"MIX{TIM2+FO,K3P}+G4",2
chr2_51520000_51530000,"MIX{TPM3u+FO,JC}+G4",2
chr2_51530000_51540000,"MIX{TPM2u+FO,JC}+G4",2
chr2_51550000_51560000,"MIX{TIM2+FO,HKY+FO,JC}+R2",3
chr2_51570000_51580000,"MIX{TPM2u+FO,K2P,K3P}+G4",3
chr2_51600000_51610000,"MIX{K2P,TPM3u+FO,JC}+R2",3
chr2_5160000_5170000,"MIX{TPM3u+FO,K2P,JC}+R2",3
chr2_51610000_51620000,TPM2u+FO+R2,1
chr2_51630000_51640000,"MIX{TVM+FO,JC}+I+R2",2
chr2_51640000_51650000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_51670000_51680000,"MIX{TIM3e,K2P}+G4",2
chr2_51680000_51690000,TIM3+FO+R2,1
chr2_51690000_51700000,"MIX{TIM3+FO,JC}+I+R2",2
chr2_51700000_51710000,"MIX{TPM3u+FO,K2P,F81+FO}+G4",3
chr2_5170000_5180000,"MIX{TPM2,TPM3u+FO}+G4",2
chr2_51710000_51720000,TPM2u+FO+G4,1
chr2_51730000_51740000,"MIX{TPM2u+FO,K2P}+G4",2
chr2_5180000_5190000,"MIX{TVM+FO,K2P}+I+R2",2
chr2_51840000_51850000,TPM3u+FO+G4,1
chr2_51860000_51870000,"MIX{TPM3u+FO,JC}+G4",2
chr2_51870000_51880000,"MIX{TPM3u+FO,JC}+R2",2
chr2_51880000_51890000,"MIX{TVM+FO,K3P}+I+R2",2
chr2_51900000_51910000,"MIX{TVM+FO,K3Pu+FO}+G4",2
chr2_5190000_5200000,"MIX{TVM+FO,K2P}+G4",2
chr2_51910000_51920000,"MIX{TIM3+FO,K2P}+I+G4",2
chr2_51920000_51930000,"MIX{TPM3u+FO,K2P}+G4",2
chr2_5200000_5210000,"MIX{K2P,JC}+I+R2",2
chr2_52090000_52100000,"MIX{TPM3u+FO,JC}+G4",2
chr2_5210000_5220000,"MIX{TPM3u+FO,JC}+G4",2
chr2_52120000_52130000,"MIX{TPM3u+FO,JC}+I+R2",2
chr2_52140000_52150000,"MIX{TPM3u+FO,JC}+I+R2",2
chr2_52150000_52160000,TPM3u+FO+R2,1
chr2_52160000_52170000,"MIX{TPM2u+FO,K2P}+R2",2
chr2_52190000_52200000,"MIX{TPM3u+FO,JC}+R2",2
chr2_5220000_5230000,"MIX{K2P,JC}+G4",2
chr2_52210000_52220000,"MIX{TPM3u+FO,TVMe}+I+R2",2
chr2_52270000_52280000,"MIX{TVM+FO,JC}+R2",2
chr2_52280000_52290000,"MIX{TIM3+FO,TPM2u+FO}+G4",2
chr2_52290000_52300000,"MIX{TVM+FO,K2P}+G4",2
chr2_52300000_52310000,"MIX{TIM2+FO,TNe}+G4",2
