File_IDs,BIC Scores from Folder,BIC Values from Specific File,MIX_MF
R05754,1765.4652,1849.922,-84.4568
R05755,2547.4035,2587.505,-40.1015
R05759,4249.7666,4251.067,-1.3004
R05761,27056.5194,27165.135,-108.6156
R05764,1397.7888,1457.56,-59.7712
R05767,2442.4683,2480.996,-38.5277
R05768,6774.062,6794.438,-20.376
R05769,3827.6984,3848.398,-20.6996
R05771,3745.7905,3778.921,-33.1305
R05778,7700.6467,7751.801,-51.1543
R05780,10478.608,10520.655,-42.047
R05785,18576.564,18632.185,-55.621
R05786,10200.4749,10247.364,-46.8891
R05788,6618.9061,6696.587,-77.6809
R05790,9624.6487,9738.755,-114.1063
R05792,5671.4657,5690.292,-18.8263
R05793,8117.1169,8179.045,-61.9281
R05794,4049.182,4085.38,-36.198
R05797,4450.8045,4483.374,-32.5695
R05802,2971.3515,2988.99,-17.6385
R05803,13003.9751,13077.397,-73.4219
R05810,25256.7817,25483.16,-226.3783
R05824,1041.742,1104.633,-62.891
R05826,5664.5954,5679.098,-14.5026
R05829,3678.0264,3699.731,-21.7046
R05832,3132.6322,3170.282,-37.6498
R05843,5201.8967,5227.621,-25.7243
R05846,956.2056,1012.291,-56.0854
R05848,4392.0719,4416.454,-24.3821
R05849,3941.3319,3976.314,-34.9821
R05856,3794.9931,3805.115,-10.1219
R05857,2091.7447,2099.642,-7.8973
R05858,4102.296,4148.349,-46.053
R05860,2028.8362,2031.523,-2.6868
R05865,2207.0974,2217.552,-10.4546
R05866,2609.0803,2638.576,-29.4957
R05867,1992.8655,2017.919,-25.0535
R05869,2514.1103,2528.166,-14.0557
R05870,3718.6792,3722.306,-3.6268
R05872,17534.1003,17580.774,-46.6737
R05876,20618.2587,20664.149,-45.8903
R05881,10338.918,10360.702,-21.784
R05882,10739.4436,10768.902,-29.4584
R05885,7717.3832,7723.321,-5.9378
R05887,3421.556,3445.631,-24.075
R05896,5960.4277,5970.554,-10.1263
R05901,18092.7311,18164.5,-71.7689
R05905,6901.5435,6938.646,-37.1025
R05906,9513.2603,9570.419,-57.1587
R05911,11537.5612,11567.594,-30.0328
R05914,6135.77,6153.153,-17.383
R05916,5268.6294,5281.202,-12.5726
R05917,5122.4793,5140.626,-18.1467
R05923,5003.6997,5027.274,-23.5743
R05926,3422.4164,3434.133,-11.7166
R05928,9147.1582,9163.238,-16.0798
R05940,9919.0613,9967.198,-48.1367
R05941,2755.9833,2769.3,-13.3167
R05942,3965.0739,3987.004,-21.9301
R05949,9954.8825,10048.411,-93.5285
R05950,6569.5447,6600.506,-30.9613
R05952,5830.0206,5855.547,-25.5264
R05953,17010.7261,17148.325,-137.5989
R05955,6640.7844,6658.21,-17.4256
R05957,1507.4531,1565.951,-58.4979
R05961,5408.401,5443.331,-34.93
R05965,12362.6974,12456.693,-93.9956
R05966,11245.7318,11349.444,-103.7122
R05971,26242.7224,26412.442,-169.7196
R05978,11212.8395,11367.713,-154.8735
R05986,3171.2695,3190.649,-19.3795
R05991,9251.015,9288.721,-37.706
R05993,2774.7291,2801.881,-27.1519
R05996,2769.2434,2769.846,-0.6026
R06004,3915.7272,3927.957,-12.2298
R06010,7973.1971,7994.344,-21.1469
R06012,3219.9342,3242.752,-22.8178
R06014,3266.03,3282.097,-16.067
R06015,8855.2571,8878.181,-22.9239
R06019,2323.9545,2333.159,-9.2045
R06023,4320.2576,4342.1,-21.8424
R06029,9109.7862,9204.781,-94.9948
R06034,6578.2655,6594.448,-16.1825
R06035,3857.591,3886.356,-28.765
R06038,3024.9251,3065.524,-40.5989
R06040,2320.2459,2378.814,-58.5681
R06043,4260.3207,4286.286,-25.9653
R06044,8414.193,8453.669,-39.476
R06045,7049.574,7058.098,-8.524
R06046,2682.9628,2683.722,-0.7592
R06047,3247.776,3260.698,-12.922
R06048,3719.1299,3725.878,-6.7481
R06051,4865.4686,4923.105,-57.6364
R06054,4283.4734,4292.708,-9.2346
R06055,4616.0476,4669.54,-53.4924
R06061,1820.6063,1843.693,-23.0867
R06063,5433.2601,5470.833,-37.5729
R06066,11223.6681,11279.1,-55.4319
R06067,3547.3097,3557.746,-10.4363
R06068,4504.3765,4522.271,-17.8945
R06077,3402.6544,3433.72,-31.0656
R06081,15231.6283,15275.787,-44.1587
R06089,1802.5825,1828.151,-25.5685
R06092,5732.1737,5758.629,-26.4553
R06093,2825.6352,2833.396,-7.7608
R06094,3885.616,3902.645,-17.029
R06097,2390.3148,2394.249,-3.9342
R06098,2353.3241,2364.008,-10.6839
R06100,20855.5512,21004.543,-148.9918
R06101,3598.5475,3620.395,-21.8475
R06103,6777.8225,6836.383,-58.5605
R06105,7520.0375,7539.891,-19.8535
R06110,1441.5651,1459.304,-17.7389
R06118,2761.8592,2772.543,-10.6838
R06120,5421.1176,5436.805,-15.6874
R06123,3716.9774,3739.778,-22.8006
R06124,2230.2597,2231.387,-1.1273
R06125,2033.8053,2081.531,-47.7257
R06126,3150.0989,3155.027,-4.9281
R06128,3338.5472,3355.157,-16.6098
R06132,2697.4004,2724.116,-26.7156
R06133,2635.4221,2656.067,-20.6449
R06141,12603.6091,12679.169,-75.5599
R06144,3218.6685,3268.286,-49.6175
R06145,1750.5521,1762.996,-12.4439
R06146,5179.3046,5218.639,-39.3344
R06148,2998.5742,3027.361,-28.7868
R06154,3682.6339,3696.878,-14.2441
R06155,5181.6496,5192.008,-10.3584
R06158,700.318,807.681,-107.363
R06160,5019.1893,5025.376,-6.1867
R06161,3762.9421,3765.769,-2.8269
R06162,6389.7003,6398.63,-8.9297
R06163,16060.2515,16132.654,-72.4025
R06164,6777.5392,6824.388,-46.8488
R06165,9903.7419,9929.294,-25.5521
R06166,10481.7634,10550.472,-68.7086
R06167,3593.3701,3624.146,-30.7759
R06175,7469.9039,7520.308,-50.4041
R06180,6021.3755,6106.194,-84.8185
R06181,7160.5558,7245.804,-85.2482
R06184,4103.3323,4126.222,-22.8897
R06187,16488.2311,16615.231,-126.9999
R06190,7964.1918,8020.217,-56.0252
R06192,18234.9429,18294.036,-59.0931
R06197,8376.1013,8403.023,-26.9217
R06203,4136.1832,4143.004,-6.8208
R06205,1515.2501,1538.857,-23.6069
R06206,15199.8115,15214.058,-14.2465
R06208,13303.1983,13418.033,-114.8347
R06210,7692.7981,7774.801,-82.0029
R06214,5159.6292,5161.425,-1.7958
R06215,9928.0871,9949.032,-20.9449
R06218,4560.983,4585.472,-24.489
R06223,11747.6019,11843.51,-95.9081
R06225,6398.5031,6433.395,-34.8919
R06228,7368.5803,7432.383,-63.8027
R06229,3602.1957,3643.487,-41.2913
R06231,3640.0021,3661.92,-21.9179
R06232,4285.9382,4313.397,-27.4588
R06234,7187.8155,7232.176,-44.3605
R06239,9336.3629,9378.915,-42.5521
R06243,1069.5114,1186.41,-116.8986
R06253,11280.2487,11314.355,-34.1063
R06260,3301.002,3333.981,-32.979
R06263,16104.3601,16159.769,-55.4089
R06267,6093.4146,6116.515,-23.1004
R06270,2504.4204,2510.277,-5.8566
R06278,4774.9769,4787.519,-12.5421
R06280,6270.863,6332.185,-61.322
R06283,1968.1965,1978.916,-10.7195
R06284,7025.197,7109.222,-84.025
R06293,2862.2177,2933.766,-71.5483
R06297,3153.7093,3157.391,-3.6817
R06299,19631.8715,19673.669,-41.7975
R06303,7092.5593,7167.222,-74.6627
R06305,4277.4024,4307.694,-30.2916
R06307,4919.8164,4963.721,-43.9046
R06308,2461.0538,2489.064,-28.0102
R06309,8431.7809,8441.565,-9.7841
R06312,1895.8282,1896.393,-0.5648
R06315,7427.3334,7435.05,-7.7166
R06320,3998.1456,4027.414,-29.2684
R06323,2340.6524,2377.642,-36.9896
R06329,6538.4727,6566.902,-28.4293
R06330,3300.1248,3327.785,-27.6602
R06331,6494.8449,6507.761,-12.9161
R06334,2951.7043,2971.354,-19.6497
R06337,7328.0727,7376.023,-47.9503
R06339,2345.9323,2379.13,-33.1977
R06346,9128.4686,9189.132,-60.6634
R06349,6321.4099,6361.8,-40.3901
R06350,3335.2785,3355.199,-19.9205
R06358,5524.7317,5538.05,-13.3183
R06359,5524.9359,5566.833,-41.8971
R06362,11058.749,11110.258,-51.509
R06363,10425.4906,10464.924,-39.4334
R06367,3777.7882,3780.551,-2.7628
R06377,3598.3836,3625.948,-27.5644
R06379,1647.728,1698.275,-50.547
R06380,6789.891,6815.538,-25.647
R06381,2255.8284,2272.05,-16.2216
R06385,5496.2293,5510.499,-14.2697
R06386,25538.5324,25581.128,-42.5956
R06396,6773.1402,6797.858,-24.7178
R06399,11640.3693,11702.347,-61.9777
R06409,7424.484,7432.273,-7.789
R06411,9051.4824,9100.662,-49.1796
R06412,6362.9935,6374.43,-11.4365
R06413,4052.5755,4088.119,-35.5435
R06417,4492.4869,4512.346,-19.8591
R06420,5665.3343,5678.55,-13.2157
R06422,7912.6148,7947.792,-35.1772
R06423,6834.6612,6898.108,-63.4468
R06429,4506.9495,4516.59,-9.6405
R06430,7288.1091,7298.595,-10.4859
R06432,3538.8304,3590.272,-51.4416
R06433,3431.4109,3440.262,-8.8511
R06435,8940.3087,9019.001,-78.6923
R06436,3746.0477,3761.695,-15.6473
R06442,3928.6888,3989.27,-60.5812
R06443,3928.4542,3953.963,-25.5088
R06446,4104.1615,4113.421,-9.2595
R06451,5281.5188,5300.314,-18.7952
R06469,3786.4547,3806.632,-20.1773
R06484,3805.7551,3826.918,-21.1629
R06492,3510.545,3530.107,-19.562
R06498,11374.0727,11395.366,-21.2933
R06500,9381.2985,9429.301,-48.0025
R06506,2967.0422,2988.644,-21.6018
R06516,10886.3689,10992.454,-106.0851
R06518,2867.826,2890.406,-22.58
R06520,7517.6202,7592.57,-74.9498
R06522,14395.8008,14546.277,-150.4762
R06524,3254.2125,3257.272,-3.0595
R06525,2337.1787,2337.18,-0.0013
R06530,5471.7387,5495.635,-23.8963
R06537,6137.2525,6186.621,-49.3685
R06540,2065.2485,2072.5,-7.2515
R06541,1847.3409,1849.882,-2.5411
R06542,4349.3357,4351.342,-2.0063
R06545,2445.8779,2468.105,-22.2271
R06550,3665.7979,3689.574,-23.7761
R06554,1018.6185,1062.62,-44.0015
R06555,3969.2038,3992.389,-23.1852
R06557,1173.3419,1228.793,-55.4511
R06559,2599.5987,2706.381,-106.7823
R06566,18734.4174,18852.853,-118.4356
R06573,19460.2594,19649.736,-189.4766
R06575,38272.5165,38478.598,-206.0815
R06576,10298.3625,10336.542,-38.1795
R06581,9864.5507,9897.396,-32.8453
R06584,7820.685,7856.245,-35.56
R06586,25955.47,26074.632,-119.162
R06587,17370.6185,17421.589,-50.9705
R06590,8183.8278,8211.623,-27.7952
R06592,1920.0093,1920.013,-0.0037
R06598,4459.5787,4494.385,-34.8063
R06599,12287.7896,12318.684,-30.8944
R06612,1725.5231,1744.796,-19.2729
R06613,7651.9368,7699.543,-47.6062
R06617,5324.918,5326.495,-1.577
R06618,7358.7461,7431.083,-72.3369
R06620,8646.4689,8686.441,-39.9721
R06625,7377.9388,7425.604,-47.6652
R06650,7732.9199,7797.472,-64.5521
R06657,7120.8767,7150.636,-29.7593
R06664,7648.7702,7659.958,-11.1878
R06665,4611.8918,4627.337,-15.4452
R06666,7823.612,7866.717,-43.105
R06667,2164.6628,2211.899,-47.2362
R06675,5155.9608,5200.309,-44.3482
R06679,3894.09,3910.144,-16.054
R06683,9824.9961,9892.418,-67.4219
R06684,6680.1605,6703.591,-23.4305
R06687,2482.3059,2514.133,-31.8271
R06688,5049.3326,5081.433,-32.1004
R06703,25190.1875,25445.124,-254.9365
R06707,14895.4299,14980.777,-85.3471
R06710,3991.8786,4003.612,-11.7334
R06721,6916.6856,6962.842,-46.1564
R06722,3771.6859,3778.402,-6.7161
R06724,2849.771,2853.529,-3.758
R06735,20755.586,20883.844,-128.258
R06742,18435.9925,18581.223,-145.2305
R06744,6489.6436,6525.575,-35.9314
R06746,22244.2436,22474.333,-230.0894
R06748,4537.7328,4607.459,-69.7262
R06750,6283.5243,6301.509,-17.9847
R06754,3795.8379,3833.023,-37.1851
R06756,9208.6602,9253.621,-44.9608
R06759,2782.1206,2799.769,-17.6484
R06761,25604.9623,25708.906,-103.9437
R06774,15686.5434,15826.775,-140.2316
R06790,6875.9573,6886.994,-11.0367
R06814,4409.9172,4446.109,-36.1918
R06819,10228.5169,10379.842,-151.3251
R06824,5192.8429,5203.851,-11.0081
R06829,8083.208,8142.138,-58.93
R06830,2528.4129,2527.972,0.4409
R06832,9072.702,9165.406,-92.704
R06833,22686.5957,22815.527,-128.9313
R06834,7700.413,7727.987,-27.574
R06835,18415.0059,18540.031,-125.0251
R06837,3362.7863,3372.013,-9.2267
R06843,13971.7266,14032.827,-61.1004
R06844,3751.5136,3795.526,-44.0124
R06848,6444.2067,6488.556,-44.3493
R06945,1051.8986,1141.156,-89.2574
R07045,4042.2823,4075.742,-33.4597
R07058,4832.1572,4914.766,-82.6088
R07063,12458.7698,12611.506,-152.7362
R07090,10130.0555,10169.077,-39.0215
R07100,4175.8714,4199.135,-23.2636
R07128,4350.2493,4352.798,-2.5487
R07131,2404.1876,2427.746,-23.5584
R07132,5194.9484,5257.549,-62.6006
R07133,14381.6861,14433.338,-51.6519
R07137,3774.4064,3791.036,-16.6296
R07138,4683.1959,4728.185,-44.9891
R07139,8094.1539,8162.379,-68.2251
R07155,6954.0993,6976.389,-22.2897
R07177,5182.0733,5213.86,-31.7867
R07184,7602.657,7919.268,-316.611
R07185,1553.1609,1614.124,-60.9631
R07191,6207.0877,6243.781,-36.6933
R07195,5204.9059,5221.289,-16.3831
R07196,6670.778,6705.251,-34.473
R07201,7726.5116,7762.746,-36.2344
R07209,4841.5725,4858.411,-16.8385
R07211,9230.5324,9245.795,-15.2626
R07213,6639.5638,6683.713,-44.1492
R07218,7146.6147,7207.094,-60.4793
R07219,4916.5207,4932.426,-15.9053
R07220,10911.0464,10974.514,-63.4676
R07227,9650.773,9691.425,-40.652
R07229,5792.8935,5796.691,-3.7975
R07230,7866.5056,7939.404,-72.8984
R07233,12681.5645,12736.529,-54.9645
R07240,14448.6603,14599.692,-151.0317
R07242,5707.9017,5727.85,-19.9483
R07244,42805.3214,42998.77,-193.4486
R07248,7402.3513,7452.622,-50.2707
R07255,6827.0367,6831.827,-4.7903
R07257,8360.3743,8404.97,-44.5957
R07266,6958.4253,6979.334,-20.9087
R07269,26460.7948,26562.358,-101.5632
R07273,2816.9533,2819.251,-2.2977
R07275,68471.7667,68920.584,-448.8173
R07293,7901.0899,7920.465,-19.3751
R07310,53069.9048,53383.933,-314.0282
R07311,5421.5419,5438.831,-17.2891
R07313,5028.602,5043.849,-15.247
R07314,6906.2399,6951.335,-45.0951
R07315,4560.5996,4603.475,-42.8754
R07320,18499.6337,18608.683,-109.0493
R07323,6734.977,6769.67,-34.693
R07329,36179.4238,36490.681,-311.2572
R07332,4709.1953,4734.86,-25.6647
R07336,1739.2257,1752.487,-13.2613
R07341,7748.8568,7764.553,-15.6962
R07342,17754.9129,17778.801,-23.8881
R07350,7503.2792,7542.285,-39.0058
R07351,4931.1245,4966.269,-35.1445
R07352,18233.705,18350.195,-116.49
R07354,19396.7986,19444.502,-47.7034
R07355,3167.7588,3207.538,-39.7792
R07360,1497.2196,1519.377,-22.1574
R07361,11816.7071,11839.115,-22.4079
R07369,8032.474,8053.263,-20.789
R07370,3725.2532,3734.852,-9.5988
R07374,10395.6855,10405.768,-10.0825
R07375,10024.1458,10041.672,-17.5262
R07377,1695.4999,1710.802,-15.3021
R07380,4591.9653,4638.595,-46.6297
R07381,4753.6454,4766.361,-12.7156
R07382,9921.4169,9977.659,-56.2421
R07385,2445.5924,2474.534,-28.9416
R07389,3506.3957,3524.499,-18.1033
R07390,1698.5,1728.697,-30.197
R07396,5079.3066,5090.956,-11.6494
R07399,2516.5468,2528.496,-11.9492
R07400,1721.8401,1725.295,-3.4549
R07405,8493.6971,8563.992,-70.2949
R07406,12130.2446,12205.786,-75.5414
R07407,13603.6417,13702.789,-99.1473
R07408,6391.6903,6428.096,-36.4057
R07409,7056.5658,7110.863,-54.2972
R07410,3356.1984,3375.345,-19.1466
R07413,2932.1154,2950.612,-18.4966
R07415,9400.0524,9500.312,-100.2596
R07419,1656.9847,1661.681,-4.6963
R07422,4633.1092,4806.466,-173.3568
R07434,7764.2556,7794.069,-29.8134
R07436,10049.082,10079.284,-30.202
R07466,12508.4525,12582.467,-74.0145
R07467,11288.5463,11336.562,-48.0157
R07473,6284.3366,6317.316,-32.9794
R07474,8702.4665,8777.787,-75.3205
R07480,6077.7613,6138.739,-60.9777
R07482,24395.4035,24797.925,-402.5215
R07487,4319.2121,4343.069,-23.8569
R07488,8857.7432,8982.36,-124.6168
R07507,4576.0898,4627.257,-51.1672
R07514,2838.3494,2840.272,-1.9226
R07519,6530.6854,6553.176,-22.4906
R07522,5046.1199,5080.756,-34.6361
R07523,3745.6677,3788.469,-42.8013
R07524,11061.2219,11189.086,-127.8641
R07526,2832.8378,2841.934,-9.0962
R07529,4999.9597,5029.31,-29.3503
R07530,3603.7691,3633.584,-29.8149
R07531,1524.6909,1541.714,-17.0231
R07533,3606.1585,3626.97,-20.8115
R07534,4715.6904,4735.058,-19.3676
R07535,3874.5258,3891.361,-16.8352
R07536,3222.5081,3223.793,-1.2849
R07540,4809.0944,4870.815,-61.7206
R07541,2156.3726,2188.069,-31.6964
R07543,7731.128,7762.917,-31.789
R07544,19201.0402,19380.95,-179.9098
R07546,3874.6485,3909.519,-34.8705
R07551,2638.2897,2666.318,-28.0283
R07552,4041.4982,4068.254,-26.7558
R07555,5399.2599,5413.67,-14.4101
R07565,3639.7497,3692.499,-52.7493
R07566,6407.083,6421.328,-14.245
R07567,5709.5954,5757.536,-47.9406
R07569,1843.5544,1862.58,-19.0256
R07571,5943.3439,5965.331,-21.9871
R07574,12300.9669,12345.294,-44.3271
R07575,2079.6238,2130.714,-51.0902
R07576,5269.6278,5288.198,-18.5702
R07577,5771.9874,5828.965,-56.9776
R07584,5444.3719,5444.574,-0.2021
R07585,10532.9408,10586.524,-53.5832
R07587,9367.7851,9424.261,-56.4759
R07591,6084.3609,6128.332,-43.9711
R07594,5914.7544,5921.144,-6.3896
R07597,8747.4738,8820.672,-73.1982
R07599,13705.5344,13790.027,-84.4926
R07601,3649.51,3656.863,-7.353
R07603,5796.6498,5836.852,-40.2022
R07604,4505.3548,4547.52,-42.1652
R07612,4362.1812,4395.445,-33.2638
R07613,1298.2956,1325.566,-27.2704
R07617,4987.7719,5049.327,-61.5551
R07626,3284.8615,3298.385,-13.5235
R07627,5381.5878,5441.094,-59.5062
R07636,9604.1103,9637.147,-33.0367
R07639,7037.6939,7060.26,-22.5661
R07666,1497.1291,1568.42,-71.2909
R07679,6053.3252,6066.008,-12.6828
R07683,5494.9731,5508.67,-13.6969
R07686,8803.7054,8842.664,-38.9586
R07690,6530.1751,6571.257,-41.0819
R07691,7292.1303,7344.407,-52.2767
R07693,2932.9133,2965.348,-32.4347
R07697,8697.0721,8772.47,-75.3979
R07700,9837.1897,9901.133,-63.9433
R07704,3873.9962,3929.689,-55.6928
R07705,2191.6815,2207.986,-16.3045
R07707,3505.778,3519.133,-13.355
R07709,5909.6013,5940.848,-31.2467
R07711,3603.9264,3642.28,-38.3536
R07713,5272.1679,5329.247,-57.0791
R07721,4028.6207,4054.762,-26.1413
R07723,2758.484,2802.951,-44.467
R07724,4114.112,4125.41,-11.298
R07728,35506.7305,35663.834,-157.1035
R07737,9459.1751,9489.527,-30.3519
R07738,6783.4748,6823.177,-39.7022
R07741,5628.9362,5678.81,-49.8738
R07747,2202.2197,2207.142,-4.9223
R07754,3794.4597,3802.768,-8.3083
R07755,8804.8728,8881.898,-77.0252
R07764,5483.2324,5537.512,-54.2796
R07768,5036.4095,5049.175,-12.7655
R07771,8898.8028,8948.378,-49.5752
R07774,4091.8853,4129.779,-37.8937
R07775,7047.5051,7069.823,-22.3179
R07776,5554.1338,5587.345,-33.2112
R07778,7465.0191,7540.143,-75.1239
R07779,20943.0656,21037.132,-94.0664
R07782,19923.4296,19939.811,-16.3814
R07788,3428.6364,3445.442,-16.8056
R07789,21387.3024,21564.973,-177.6706
R07794,6569.3187,6600.605,-31.2863
R07798,2209.9429,2249.489,-39.5461
R07819,2444.8463,2488.35,-43.5037
R07830,3866.3729,3892.203,-25.8301
R07832,5693.2512,5742.241,-48.9898
R07838,4955.9896,4959.86,-3.8704
R07839,2233.4096,2261.232,-27.8224
R07842,10283.4011,10341.351,-57.9499
R07844,3724.5376,3730.362,-5.8244
R07845,17136.0279,17188.834,-52.8061
R07846,19576.2006,19656.735,-80.5344
R07848,1805.1531,1854.792,-49.6389
R07853,5002.7072,5039.379,-36.6718
R07856,22060.7855,22131.869,-71.0835
R07861,2326.8713,2362.751,-35.8797
R07862,7518.0018,7561.78,-43.7782
R07864,10423.2337,10529.909,-106.6753
R07870,1389.6248,1396.873,-7.2482
R07876,1943.0599,1969.754,-26.6941
R07878,13081.6159,13154.366,-72.7501
R07998,4016.6611,4053.211,-36.5499
R08064,6231.1932,6257.523,-26.3298
R08069,10873.014,10909.862,-36.848
R08070,3586.5356,3607.395,-20.8594
R08075,4408.6929,4413.817,-5.1241
R08076,20021.997,20055.438,-33.441
R08078,17234.1696,17285.975,-51.8054
R08079,4851.5908,4859.097,-7.5062
R08084,10370.4995,10436.417,-65.9175
R08085,3055.3306,3097.78,-42.4494
R08091,4606.6324,4609.127,-2.4946
R08097,9106.6784,9199.953,-93.2746
R08099,5816.2163,5840.727,-24.5107
R08109,11198.8758,11220.467,-21.5912
R08110,3048.8296,3073.339,-24.5094
R08112,3558.8144,3604.439,-45.6246
R08114,9662.9292,9736.208,-73.2788
R08120,3361.9072,3368.958,-7.0508
R08127,26564.7629,26723.537,-158.7741
R08129,6862.3473,6884.274,-21.9267
R08142,3948.6009,3961.178,-12.5771
R08145,2606.0404,2613.25,-7.2096
R08152,23015.8986,23027.88,-11.9814
R08155,3524.2085,3551.881,-27.6725
R08158,5160.3042,5241.494,-81.1898
R08163,3925.9344,3943.901,-17.9666
R08164,1122.0329,1272.031,-149.9981
R08166,3728.7845,3729.016,-0.2315
R08167,13282.3462,13364.401,-82.0548
R08168,6313.9635,6372.476,-58.5125
R08170,3241.9066,3288.882,-46.9754
R08171,5072.9447,5104.376,-31.4313
R08172,15964.4272,16003.367,-38.9398
R08173,11812.5281,11854.225,-41.6969
R08176,2843.1867,2843.678,-0.4913
R08179,7059.3358,7077.681,-18.3452
R08181,6587.8647,6597.408,-9.5433
R08188,4774.5873,4788.42,-13.8327
R08197,6357.3333,6360.925,-3.5917
R08200,4195.8341,4226.64,-30.8059
R08203,9999.9849,10012.352,-12.3671
R08204,10956.716,11004.587,-47.871
R08205,17395.2716,17492.449,-97.1774
R08206,32453.1403,32602.451,-149.3107
R08210,12946.9033,12995.663,-48.7597
R08211,3158.317,3160.438,-2.121
R08215,5472.8666,5491.146,-18.2794
R08229,2973.0605,3042.785,-69.7245
R08231,5444.9463,5463.516,-18.5697
R08233,3378.002,3381.673,-3.671
R08237,8842.1323,8867.252,-25.1197
R08241,2933.8404,2948.658,-14.8176
R08243,11802.5012,11865.943,-63.4418
R08244,2035.718,2042.529,-6.811
R08248,14870.855,14989.92,-119.065
R08252,3412.5232,3413.624,-1.1008
R08260,4859.5013,4870.417,-10.9157
R08263,29592.616,29708.7,-116.084
R08265,6809.7028,6860.412,-50.7092
R08267,14200.5249,14273.437,-72.9121
R08272,9439.991,9538.908,-98.917
R08273,18577.4193,18642.605,-65.1857
R08276,4423.6456,4439.661,-16.0154
R08288,1922.3304,1949.931,-27.6006
R08289,2313.5963,2345.182,-31.5857
R08295,4317.1666,4361.061,-43.8944
R08296,3206.8511,3218.729,-11.8779
R08302,6102.2334,6114.268,-12.0346
R08309,9709.6959,9758.522,-48.8261
R08311,11844.7614,11877.07,-32.3086
R08315,8629.6421,8640.367,-10.7249
R08316,4272.7227,4299.22,-26.4973
R08317,5140.6097,5148.325,-7.7153
R08318,4698.6298,4750.894,-52.2642
R08335,3237.3597,3253.659,-16.2993
R08336,10343.4872,10377.245,-33.7578
R08339,9371.2106,9389.325,-18.1144
R08342,2813.4139,2838.993,-25.5791
R08343,6357.212,6380.25,-23.038
R08344,13262.5242,13271.606,-9.0818
R08345,5700.4074,5733.651,-33.2436
R08355,2831.3763,2849.345,-17.9687
R08356,13582.7654,13629.957,-47.1916
R08357,7428.3921,7522.594,-94.2019
R08360,5173.6686,5184.521,-10.8524
R08366,3428.4779,3444.227,-15.7491
R08379,7177.7285,7194.725,-16.9965
R08380,17353.8217,17389.171,-35.3493
R08382,8171.6036,8217.907,-46.3034
R08383,5499.3683,5516.021,-16.6527
R08390,5516.1908,5529.548,-13.3572
R08391,1209.4199,1266.461,-57.0411
R08394,3483.8157,3498.572,-14.7563
R08399,8764.167,8781.173,-17.006
R08401,7834.8909,7847.701,-12.8101
R08403,9232.0361,9251.497,-19.4609
R08408,9733.9309,9759.236,-25.3051
R08413,7259.4101,7284.534,-25.1239
R08417,4323.0091,4326.037,-3.0279
R08427,5033.2625,5080.923,-47.6605
R08428,4363.8244,4394.99,-31.1656
R08433,4348.4595,4377.733,-29.2735
R08438,7231.8825,7264.738,-32.8555
R08444,6088.6805,6107.32,-18.6395
R08454,1821.9346,1853.913,-31.9784
R08470,4566.8799,4609.185,-42.3051
R08479,6734.5744,6757.824,-23.2496
R08480,12068.4926,12132.082,-63.5894
R08483,11487.7499,11552.859,-65.1091
R08487,3135.8069,3146.264,-10.4571
R08491,24190.1465,24363.249,-173.1025
R08498,7832.5352,7882.236,-49.7008
R08501,8390.2362,8395.209,-4.9728
R08503,15001.6835,15055.565,-53.8815
R08504,4096.338,4135.513,-39.175
R08505,3437.3239,3490.373,-53.0491
R08511,3767.4321,3782.3,-14.8679
R08512,28100.0444,28133.344,-33.2996
R08513,20606.9412,20650.283,-43.3418
R08531,1201.3833,1207.926,-6.5427
R08548,5674.759,5692.082,-17.323
R08562,4619.8958,4662.929,-43.0332
R08581,3403.9212,3412.494,-8.5728
R08582,21844.0065,21893.765,-49.7585
R08591,1826.742,1842.772,-16.03
R08592,3148.7122,3163.878,-15.1658
R08596,7034.0048,7077.837,-43.8322
R08597,17177.2851,17323.118,-145.8329
R08598,6171.726,6192.359,-20.633
R08599,5429.9103,5469.471,-39.5607
R08609,3463.9204,3468.298,-4.3776
R08613,3960.9863,3990.769,-29.7827
R08616,11535.1663,11581.945,-46.7787
R08617,5825.6008,5852.039,-26.4382
R08618,2096.779,2103.471,-6.692
R08622,6700.4825,6735.757,-35.2745
R08627,1523.8689,1554.818,-30.9491
R08632,2689.8995,2690.139,-0.2395
R08636,6054.8233,6092.05,-37.2267
R08637,4293.8745,4299.264,-5.3895
R08642,3368.2069,3390.034,-21.8271
R08645,8451.48,8504.515,-53.035
R08648,9028.6636,9050.498,-21.8344
R08653,3134.644,3143.383,-8.739
R08655,4869.3628,4937.939,-68.5762
R08660,3566.2405,3584.316,-18.0755
R08672,14219.1954,14271.717,-52.5216
R08673,11478.8328,11510.014,-31.1812
R08674,9110.6081,9143.896,-33.2879
R08677,1812.7165,1834.55,-21.8335
R08681,2338.3003,2355.294,-16.9937
R08683,11640.4654,11682.636,-42.1706
R08685,1496.2225,1499.561,-3.3385
R08688,7048.1216,7081.926,-33.8044
R08693,2733.6032,2742.249,-8.6458
R08694,9408.9902,9449.81,-40.8198
R08698,4724.1698,4736.89,-12.7202
R08709,4112.7867,4113.421,-0.6343
R08710,5315.8875,5343.992,-28.1045
R08712,3322.7327,3446.263,-123.5303
R08715,3227.6439,3227.656,-0.0121
R08716,2056.8764,2068.575,-11.6986
R08720,5738.7801,5775.247,-36.4669
R08721,5520.8041,5541.348,-20.5439
